,Start values,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
Serie16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,-536.6365357189397,-711.8836997339315,-522.5432041202353,-610.9758717003114,-659.1407987365671,-565.5499336669469,-529.373270420938,-471.7965114694804,-397.8259472373234,-410.92042130851536,-518.1223976236452,-584.0173373780768,-528.2221315495087,-753.4176600950595,-908.9111927985523,-880.3326017515589,-853.5894138271923,-752.7128135933021,-720.7118858173789,-566.5635150455596,-572.6947212676863,-571.1242121905557,-627.1434935387672,-570.1372766591959,-557.2565715479648,-589.9085188647239,-508.6028806571572,-455.4062688212574,-570.8926403648802,-546.6442181076877,-657.2752857898826,-680.1899904221001
Serie17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,-663.2829227516262,-486.86882958889174,-569.2641397233401,-614.1408149311962,-526.9394609046434,-493.2326026886419,-439.5866476342389,-370.6661033658007,-382.866608921809,-482.7498345127667,-544.1460825954204,-492.1600528389685,-701.9813318205171,-846.8592169007566,-820.2317054057497,-795.314292832882,-701.3246056615228,-671.5084026582637,-527.8838444036674,-533.5964690704845,-532.1331796999364,-584.3279871902255,-531.2136229183266,-519.2122921722056,-549.6350691762115,-473.8802213455095,-424.31537782937477,-531.9174174379006,-509.3244512091788,-612.4026618028545,-633.7529642021482
Serie18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,-367.01444654199645,-429.1261844657107,-462.9553949492894,-397.220735548744,-371.8116250019439,-331.3719022122684,-279.417794919319,-288.6148548295867,-363.90944041652796,-410.19153662062706,-371.0031088975161,-529.1718720183168,-638.3846077233266,-618.312093731452,-599.528696995186,-528.6768146781776,-506.2005817008783,-397.93263650882466,-402.2389622642944,-401.13589649827276,-440.48170633290505,-400.44271056654776,-391.39579383278544,-414.3292781427667,-357.22329423138143,-319.8600199663701,-400.97324926687673,-383.9420809269812,-461.6451296999364,-477.73954557206685
Serie19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,-584.6175654785934,-630.7045939352616,-541.151362420949,-506.5354082177776,-461.1540693664224,-403.31247727369043,-416.5875409363882,-525.2679699947222,-592.0716854806464,-535.5069922046416,-763.8082559089995,-921.4462438536925,-892.4735173832426,-865.3615065984412,-763.0936886699957,-730.6514270578723,-574.377152553102,-580.5929159724916,-579.0007475609614,-635.7926066454091,-578.0002009228491,-564.9418543682352,-598.0441139156152,-515.6171666801944,-461.68690534079326,-578.765982062812,-554.1831429633485,-666.3399549566142,-689.5706827545206
Serie20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,-539.4163904559894,-462.8250965893738,-433.2194567256167,-386.1007719965252,-325.56600486545915,-336.2820369362108,-424.0121595814739,-477.93813506316496,-432.27740735448054,-616.5690782504558,-743.8192201183851,-720.431560825506,-698.5459273962007,-615.9922580072965,-589.8038852268245,-463.65457400866376,-468.67212585163907,-467.38687945331566,-513.2309822591376,-466.5792080074587,-456.03811652754086,-482.7592595621182,-416.2217398550815,-372.68760512087624,-467.1973696572652,-447.3533599505394,-537.889723828801,-556.6422684820352
Serie21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,-429.0054073052267,-401.56311931808347,-357.88750474391355,-301.7761516203148,-311.70913869704503,-393.0286204531532,-443.01410146171634,-400.6899076509891,-571.5149642832008,-689.466646990098,-667.7879774996245,-647.50157740451,-570.9802936156374,-546.7055651833645,-429.77427291069006,-434.4251807545672,-433.23385025269187,-475.72801952243555,-432.48519720826533,-422.71436741293127,-447.48293535725054,-385.8074645296123,-345.45446867662736,-433.05818837125526,-414.66422587972727,-498.5848903980298,-515.9671436860527
Serie22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,-474.41310760205056,-433.1338505393052,-378.8067759915966,-391.2752324627245,-493.3521213883143,-556.0967710419628,-502.9690095611388,-717.3984421521069,-865.4581758622762,-838.2458635129367,-812.7812077565253,-716.7272927895431,-686.2562579972702,-539.4773770270049,-545.3154639543965,-543.8200374134562,-597.1611618630967,-542.8802850686376,-530.6153777402748,-561.7063082811386,-484.2877112961253,-433.63431082495805,-543.5995365202798,-520.5103772486992,-625.8524203311738,-647.6716240427703
Serie23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,-456.4943965488286,-399.23725748883504,-412.3781849540883,-519.9604663981481,-586.0891722119432,-530.0960297064995,-756.0904522413389,-912.1356071260195,-883.4556318963239,-856.617570986578,-755.3831052563913,-723.2686523629093,-568.5734314486224,-574.7263884747263,-573.1503079270165,-629.3683208727973,-572.1598711855353,-559.233471037828,-592.0012530011204,-510.40717840194856,-457.0218485496623,-572.9179145870738,-548.5834696680811,-659.607007376527,-682.6030032311558
Serie24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,-437.28604393299594,-451.6793503619475,-569.5146209122537,-641.9456368389975,-580.6161408706341,-828.1486672755514,-999.0655022514101,-967.6522193650035,-938.2563920419892,-827.373907508186,-792.1988285408728,-622.7605812329016,-629.4999378083834,-627.7736509583966,-689.349448351309,-626.6888219342411,-612.5304880692113,-648.4211607817593,-559.0508692556899,-500.5777201262724,-627.519109674101,-600.8655022005316,-722.4699934580386,-747.6575927237494
Serie25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,-516.4575414978908,-651.1923131481401,-734.0111189752045,-663.8859722671601,-946.9187031754966,-1142.3478019852996,-1106.4293416065138,-1072.8176728477476,-946.03283021189,-905.8130707942959,-712.0746132574099,-719.7805035653504,-717.8066390046839,-788.2134107816805,-716.5662277919242,-700.3773577588353,-741.4153387446263,-639.2278887150487,-572.3687356038449,-717.5155923456066,-687.0394225211091,-826.083982649056,-854.883894760555
Serie26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,-630.4412858988134,-710.6209707446029,-642.7304462838126,-916.7439983828406,-1105.9455136158224,-1071.1716382313998,-1038.6310457740976,-915.8863548280217,-876.9482464784523,-689.3834981982908,-696.8438310318389,-694.9328660424018,-763.0960412501785,-693.7319820266877,-678.0589898324638,-717.7892461346254,-618.858122258303,-554.1295165753546,-694.6510939356054,-665.1460839631429,-799.7598217397988,-827.6419899699016
Serie27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,-563.5901285648498,-509.7464749373756,-727.0653262149929,-877.1201524651799,-849.5411564807673,-823.73336661584,-726.385133170849,-695.5035037308801,-546.7467896042406,-552.663544265154,-551.1479669765309,-605.207858620998,-550.1955515473907,-537.7653756176219,-569.2752538495961,-490.8134477392321,-439.4774969292646,-550.9244948522438,-527.5242110887864,-634.2857293995189,-656.3989450579379
Serie28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,-452.2315501119723,-645.0302173198307,-778.1542898016298,-753.6870443810607,-730.7911590941366,-644.4267707638417,-617.0295295110475,-485.05710257603357,-490.3062671382129,-488.96169311907386,-536.9219827910448,-488.11673915264663,-477.08906558300697,-505.04367003306385,-435.4347449174284,-389.89105260623444,-488.7634354554272,-468.003416269991,-562.7189842862324,-582.3371558417997
Serie29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,-713.1636626857653,-860.3494046456502,-833.297725683279,-807.9833869543081,-712.4964750958685,-682.2053098222265,-536.2928597705464,-542.096484662352,-540.6098855752183,-593.6361391173429,-539.6756805576581,-527.4831725748458,-558.3905743728134,-485.1431814605726,-444.54887971277986,-557.2819284358346,-533.6116153829674,-641.6051160584083,-663.9735087895143
Serie30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,-603.1921210101937,-584.2261526232915,-566.4782358031625,-499.53223388626935,-478.29505730357175,-375.99564295723815,-380.0645721494163,-379.0223155364425,-416.1990929835914,-378.3673431462046,-369.8191594537717,-391.48838028982124,-337.5305010722646,-302.2269671537818,-378.86863462481756,-362.77635039688147,-436.1958317428831,-451.4030042355788
Serie31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,-484.27866700650947,-469.5670053302879,-414.07390488595877,-396.4699145129324,-311.6715469753989,-315.0443771653587,-314.1804263803018,-344.99712321056484,-313.6375045089576,-306.5517159229621,-324.5138378417291,-279.7868948511684,-250.52297321757817,-314.05303669277777,-300.71376743890755,-361.5728857767289,-374.17846529526406
