,Start values,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
Serie31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210282.2102946336,1252505.3222688944,1368503.16984934,1670200.770504546,2205539.924098811,2420510.122893742,2478816.0037832344,2886973.345911421,2321289.047707024,1474076.6051316645,1156134.6349117984,1568258.2217907815,1634355.4554095839,1227021.0966903702,1258668.7755375276,1810053.6797802194,2480217.294043438,4172320.435325657
Serie32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215527.202319808,1328100.4079083975,1620890.8926679436,2140425.0551910405,2349048.619241044,2405633.1167408326,2801740.297574714,2252756.8799657174,1430556.9644965578,1122001.697951804,1521958.0268091983,1586103.850410332,1190795.3557799174,1221508.6899630534,1756614.8792456626,2406993.0362552167,4049139.668920599
Serie33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1221287.3165784013,1490529.990793692,1968280.3773159757,2160125.294459638,2212158.9575019437,2576409.03458754,2071577.8629793357,1315503.7570796737,1031764.1909665619,1399553.8465604982,1458540.712545215,1095025.0869547096,1123268.2869901431,1615338.312796902,2213409.504858601,3723485.7329012095
Serie34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227709.4039056813,1621219.5284088831,1779237.0190488156,1822095.7456972352,2122118.7226071,1706302.8848874671,1083545.0097719738,849836.3720868692,1152774.8044705528,1201360.697088385,901942.6680915485,925205.8311906199,1330510.6568529212,1823125.7878696711,3066934.900892033
Serie35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1233761.6166241667,1354014.2482330108,1386630.0975671865,1614950.0915781106,1298510.7623119513,824586.8122828085,646732.5848960995,877271.2648996018,914245.535423061,686385.9118321029,704089.373460813,1012529.7346656041,1387413.968272903,2333963.1031457167
Serie36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1235709.8495125992,1265475.9515496022,1473846.923869979,1185055.8742501955,752540.1206418569,590225.5653511592,800621.3702296738,834365.0847614866,626414.2588783563,642570.9144922938,924061.8905476609,1266191.3330554191,2130037.552204422
Serie37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245525.61648949297,285953.418673192,229922.64194628558,146006.6284368479,114514.6184905772,155335.275442884,161882.17686991132,121535.89082478017,124670.57925972271,179285.0074103268,245664.4136630195,413266.4729901526
Serie38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246170.79679287886,197935.17500599535,125693.78686260221,98583.03149183765,133724.6069770487,139360.68556737906,104627.48521101462,107326.06721541144,154342.38671459164,211486.90837718753,355771.71070662263
Serie39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245289.09184781503,155764.70846834907,122167.98891609319,165716.81815580648,172701.26949934947,129658.51485948931,133002.70433523713,191267.18568187655,249244.3611698732,419288.803443259
Serie40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242740.60575467377,190384.15007433193,248923.81194710862,254311.59895314777,190928.90473472406,195853.3976191433,266747.77561073203,344873.76954100793,580160.4076060189
Serie41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240940.9060078261,299029.69428211055,305501.98911268846,229360.99027992535,235276.7344998283,320441.44418075524,414293.42201170855,696940.9152302179
